ts,gpu_util,gpu_mem_used
1771750021.9956768,0.0,23260.25
1771750022.0965714,0.0,23260.25
1771750022.197301,0.0,23260.25
1771750022.2982104,0.0,23260.25
1771750022.3989077,0.0,23260.25
1771750022.6568482,0.0,23260.25
1771750022.7576115,0.0,23260.25
1771750022.858323,0.0,23260.25
1771750022.9591548,0.0,23260.25
1771750023.0600438,0.0,23260.25
1771750023.1608045,0.0,23260.25
1771750023.2615469,0.0,23260.25
1771750023.3623927,0.0,23260.25
1771750023.4630952,0.0,23260.25
1771750023.5639124,0.0,23260.25
1771750023.6646547,0.0,23260.25
1771750023.9227133,0.0,23260.25
1771750024.0235827,0.0,23260.25
1771750024.1244767,0.0,23260.25
1771750024.2252529,0.0,23260.25
1771750024.3260417,0.0,23260.25
1771750024.4268157,0.0,23260.25
1771750024.5276437,0.0,23260.25
1771750024.6283638,0.0,23260.25
1771750024.729092,0.0,23260.25
1771750024.829951,0.0,23260.25
1771750024.9307063,0.0,23260.25
1771750025.130333,0.0,23260.25
1771750025.2310693,0.0,23260.25
1771750025.331967,0.0,23260.25
1771750025.43323,0.0,23260.25
1771750025.5345814,30.0,23260.25
1771750025.635568,30.0,23260.25
1771750025.7371097,100.0,23260.25
1771750025.83826,100.0,23260.25
1771750025.9390454,100.0,23260.25
1771750026.040457,100.0,23260.25
1771750026.1416583,100.0,23260.25
1771750026.2461197,100.0,23260.25
1771750026.3471782,100.0,23260.25
1771750026.4479678,100.0,23260.25
1771750026.5487995,100.0,23260.25
1771750026.649563,100.0,23260.25
1771750026.7504005,100.0,23260.25
1771750026.8511682,100.0,23260.25
1771750026.9519665,100.0,23260.25
1771750027.0527081,100.0,23260.25
1771750027.1535378,100.0,23260.25
1771750027.254611,100.0,23260.25
1771750027.3556387,100.0,23260.25
1771750027.456654,18.0,23260.25
1771750027.557468,18.0,23260.25
1771750027.658326,53.0,23260.25
1771750027.759111,53.0,23260.25
1771750027.8599565,100.0,23260.25
1771750027.9612021,100.0,23260.25
1771750028.0623934,100.0,23260.25
1771750028.1635633,100.0,23260.25
1771750028.2648332,100.0,23260.25
1771750028.3660045,100.0,23260.25
1771750028.466875,100.0,23260.25
1771750028.5677373,100.0,23260.25
1771750028.668628,100.0,23260.25
1771750028.7694714,100.0,23260.25
1771750028.8703463,100.0,23260.25
1771750028.9712775,100.0,23260.25
1771750029.0721748,100.0,23260.25
1771750029.1731148,100.0,23260.25
1771750029.2741601,100.0,23260.25
1771750029.3754132,100.0,23260.25
1771750029.4764717,100.0,23260.25
1771750029.5774937,100.0,23260.25
1771750029.678384,100.0,23260.25
1771750029.7792833,100.0,23260.25
1771750029.8807814,100.0,23260.25
1771750029.982103,100.0,23260.25
