ts,gpu_util,gpu_mem_used
1771723915.037027,100.0,23260.25
1771723915.1378064,100.0,23260.25
1771723915.2389238,100.0,23260.25
1771723915.3397114,100.0,23260.25
1771723915.4405987,100.0,23260.25
1771723915.5414016,100.0,23260.25
1771723915.642186,100.0,23260.25
1771723915.7433808,100.0,23260.25
1771723915.8446689,100.0,23260.25
1771723915.9459746,100.0,23260.25
1771723916.047104,100.0,23260.25
1771723916.1479988,100.0,23260.25
1771723916.248841,100.0,23260.25
1771723916.349683,100.0,23260.25
1771723916.450522,100.0,23260.25
1771723916.551476,95.0,23260.25
1771723916.6522868,95.0,23260.25
1771723916.753254,12.0,23260.25
1771723916.8541267,12.0,23260.25
1771723916.9550056,39.0,23260.25
1771723917.0558746,39.0,23260.25
1771723917.156706,100.0,23260.25
1771723917.2575386,100.0,23260.25
1771723917.3584158,100.0,23260.25
1771723917.459359,100.0,23260.25
1771723917.560199,100.0,23260.25
1771723917.661018,100.0,23260.25
1771723917.7619138,100.0,23260.25
1771723917.8631537,100.0,23260.25
1771723917.9642463,100.0,23260.25
1771723918.0670326,100.0,23260.25
1771723918.1678057,100.0,23260.25
1771723918.2684634,100.0,23260.25
1771723918.369306,100.0,23260.25
1771723918.470068,100.0,23260.25
1771723918.5708883,100.0,23260.25
1771723918.6719484,100.0,23260.25
1771723918.7727773,100.0,23260.25
1771723918.8735328,100.0,23260.25
1771723918.9743812,100.0,23260.25
1771723919.075336,50.0,23260.25
1771723919.1987984,50.0,23260.25
1771723919.2996347,36.0,23260.25
1771723919.4004881,36.0,23260.25
1771723919.5014846,100.0,23260.25
1771723919.6027055,100.0,23260.25
1771723919.70393,6.0,23260.25
1771723919.8050845,6.0,23260.25
1771723919.905905,72.0,23260.25
1771723920.0071087,72.0,23260.25
1771723920.1080477,100.0,23260.25
1771723920.2090793,100.0,23260.25
1771723920.3098834,100.0,23260.25
1771723920.4107072,100.0,23260.25
1771723920.5115502,100.0,23260.25
1771723920.6123617,100.0,23260.25
1771723920.7131898,100.0,23260.25
1771723920.8140526,100.0,23260.25
1771723920.9148924,100.0,23260.25
1771723921.0156958,100.0,23260.25
1771723921.1165104,100.0,23260.25
1771723921.2174132,100.0,23260.25
1771723921.318322,47.0,23260.25
1771723921.4191496,47.0,23260.25
1771723921.5200288,100.0,23260.25
1771723921.6215684,100.0,23260.25
1771723921.7229095,100.0,23260.25
1771723921.8240511,100.0,23260.25
1771723921.9252079,100.0,23260.25
1771723922.0260496,100.0,23260.25
1771723922.1268826,100.0,23260.25
1771723922.2277768,100.0,23260.25
1771723922.3285735,100.0,23260.25
1771723922.4294112,100.0,23260.25
1771723922.5302014,16.0,23260.25
1771723922.6312244,16.0,23260.25
1771723922.7320657,23.0,23260.25
1771723922.832942,23.0,23260.25
1771723922.9337943,100.0,23260.25
1771723923.0346177,100.0,23260.25
1771723923.1354268,100.0,23260.25
1771723923.2362382,100.0,23260.25
1771723923.3370802,100.0,23260.25
1771723923.4380465,100.0,23260.25
1771723923.5391986,100.0,23260.25
1771723923.6402218,100.0,23260.25
1771723923.741455,86.0,23260.25
1771723923.8426838,86.0,23260.25
1771723923.9438014,12.0,23260.25
1771723924.0450137,12.0,23260.25
1771723924.14591,36.0,23260.25
1771723924.2467408,36.0,23260.25
1771723924.3476014,100.0,23260.25
1771723924.4484262,100.0,23260.25
1771723924.5492985,100.0,23260.25
1771723924.6501327,100.0,23260.25
1771723924.7509537,100.0,23260.25
1771723924.8517988,100.0,23260.25
1771723924.952588,100.0,23260.25
1771723925.0542517,100.0,23260.25
1771723925.1550481,100.0,23260.25
1771723925.2559066,100.0,23260.25
1771723925.3568215,66.0,23260.25
1771723925.4576607,66.0,23260.25
1771723925.5585043,82.0,23260.25
1771723925.6596584,82.0,23260.25
1771723925.7609413,100.0,23260.25
1771723925.8645074,100.0,23260.25
1771723925.965365,100.0,23260.25
1771723926.0666614,100.0,23260.25
1771723926.1675296,100.0,23260.25
1771723926.2684937,100.0,23260.25
1771723926.3693163,100.0,23260.25
1771723926.470076,100.0,23260.25
1771723926.5709429,100.0,23260.25
1771723926.6717198,100.0,23260.25
1771723926.7727985,100.0,23260.25
1771723926.8735385,100.0,23260.25
1771723926.974401,100.0,23260.25
1771723927.0751746,100.0,23260.25
1771723927.1760447,100.0,23260.25
1771723927.2768278,100.0,23260.25
1771723927.3776526,100.0,23260.25
1771723927.4784038,23.0,23260.25
1771723927.5795822,23.0,23260.25
1771723927.6807578,0.0,23260.25
1771723927.7819464,0.0,23260.25
1771723927.883196,0.0,23260.25
1771723927.9840276,0.0,23260.25
1771723928.0848181,0.0,23260.25
1771723928.1856353,0.0,23260.25
1771723928.2864358,0.0,23260.25
1771723928.3872929,0.0,23260.25
1771723928.544163,0.0,23260.25
1771723928.6448865,0.0,23260.25
1771723928.7456055,0.0,23260.25
1771723928.8463368,0.0,23260.25
1771723928.9470344,0.0,23260.25
1771723929.047779,0.0,23260.25
1771723929.1485407,0.0,23260.25
1771723929.2492619,0.0,23260.25
1771723929.3500614,0.0,23260.25
1771723929.4507086,0.0,23260.25
1771723929.551487,0.0,23260.25
1771723929.6966345,0.0,23260.25
1771723929.7973251,0.0,23260.25
1771723929.8981113,0.0,23260.25
1771723929.998798,0.0,23260.25
1771723930.099616,0.0,23260.25
